3.6215927600860596,inf,4000
3.2874865531921387,inf,4000
3.6364352703094482,inf,4000
3.6364352703094482,inf,8000
3.6364352703094482,inf,12000
3.6364352703094482,inf,16000
3.6364352703094482,inf,20000
3.6364352703094482,inf,24000
3.6364352703094482,inf,28000
3.6364352703094482,inf,32000
3.6364352703094482,inf,36000
3.6364352703094482,inf,40000
3.6364352703094482,inf,44000
3.6364352703094482,inf,48000
3.6364352703094482,inf,52000
3.297914981842041,inf,4000
3.297914981842041,inf,8000
3.297914981842041,inf,12000
3.297914981842041,inf,16000
3.297914981842041,inf,20000
3.297914981842041,inf,24000
3.297914981842041,inf,28000
3.297914981842041,inf,32000
3.297914981842041,inf,36000
3.297914981842041,inf,40000
3.297914981842041,inf,44000
3.297914981842041,inf,48000
3.297914981842041,inf,52000
